route_id,trip_id
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/28__I1UI_SU_V1
YELLOW LATE NIGHT SUNDAY,[@124.0.92330667@][1484578259855]/40__Y2UISU
YELLOW LATE NIGHT SUNDAY,[@124.0.92330667@][1484578259855]/15__Y2UISU
SILVER,[@4.0.6090318@][1597351255773]/108__SV4_UI_NOSCH_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/82__I1NONUISA
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/26__I1UI_SU_V1
BRONZE,[@7.0.41201636@][4][1243606179171]/0__T1_NONUIMF
GREEN,1GN512__GN1_MF
BROWN,[@2.0.80548152@][11][1425506680849]/11__BA2_NOSCHMF
ORANGE,[@2.0.86175868@][1458585713139]/19__O4_MF
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/0__I1UI_SU_V1
SILVER,[@4.0.6090318@][1597351255773]/45__SV4_UI_NOSCH_V1
YELLOW,[@4.0.5891782@][1597169066281]/63__Y1UIMF_V1
SILVER EVENING,[@4.0.6315454@][1597516821409]/18__SV4_UI_NOSCH_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/8__Y7_NON_UI_MF_V1
GREEN EVENING SATURDAY,[@124.0.92311676@][1484576395235]/36__GN1SA
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/18__SV2_NONUIMF_V1
SILVER LIMITED EVENING SATURDAY,[@124.0.92350475@][1484580809807]/51__SV1_NON_UI_SA
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/85__Y2_MF_V1
YELLOW SATURDAY,[@15.0.63192124@][2][1338469240094]/23__Y5UISA
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/79__I1UISA
RUBY,[@15.0.64600293@][2][1339519213751]/7__RUB1_MF
GREY SUNDAY,[@2.0.85633657@][32][1463429751986]/17__GR2_SU
TEAL EVENING SATURDAY,[@4.0.6089173@][1597348089342]/7__T1UISA_V1
BRONZE,[@7.0.41201636@][3][1243610996218]/0__BZ1_NOSCHMF
YELLOWHOPPER,[@15.0.63189099@][1][1334168021574]/31__Y4_MF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/3__T1UISA
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/70__I1NONUISA
SILVER,[@4.0.6090318@][1597351255773]/55__SV1_UIMF_V1
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/43__Y5UISA_V1
SILVER,[@12.0.42199629@][4][1246896960625]/109__SV3_UIMF
GOLDHOPPER,[@14.0.56289113@][4][1316697620390]/0__G3_MF
TEAL,[@4.0.6079335@][1597347351575]/83__T1_NONUIMF_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/29__I1_NON_UI_SU_V1
NAVY,[@124.0.103534744@][32][1510344802986]/3__N2_MF
RED,[@14.0.56288404@][2][1302875988636]/1__R6_UIMF
ILLINI EVENING,[@7.0.41950648@][1244056065453]/223__I2_UIMF
YELLOW EVENING,[@4.0.5867728@][1597168420258]/18__Y1UIMF_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/24__I1UI_SU_V1
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/13__Y5UISU_V1
BROWN,[@6.0.626596@][1601838465133]/4__BA2_NOSCHMF_V1
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/28__SV1_NONUISU_V1
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/32__GN2SU_V1
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/41__GN3_SU_V1
GOLD,[@7.0.41203042@][3][1246637954390]/14__G3_MF
TEAL,[@7.0.41893871@][4][1243540851671]/14__T3_NONUIMF
RUBY EVENING,[@15.0.64613606@][1][1339515184324]/83__P1_MF
YELLOWHOPPER,[@15.0.63189099@][1][1334167904665]/9__Y7_NON_UI_MF
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/59__SV1UISA_V1
BROWN,[@6.0.626596@][1601838465133]/57__R2_MF_V1
SILVER EVENING,[@4.0.6315454@][1597516821409]/1__SV1_UIMF_V1
BROWN,[@6.0.626596@][1601838465133]/23__BA2_NOSCHMF_V1
YELLOWHOPPER,[@14.0.56289208@][2][1303755590388]/37__R5_MF
GOLDHOPPER,[@14.0.56289113@][4][1303767496742]/16__G4_MF
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/34__Y5NON_UI_SA
TEAL,[@7.0.41893871@][4][1243540851671]/4__T3_NONUIMF
LIME SATURDAY,[@124.0.94415201@][11][1496415327969]/10__LM1SA
GREENHOPPER EVENING SATURDAY,[@7.0.42019048@][1245177724421]/76__GN3UISA
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/41__T1UISU_V1
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/64__SV1_NON_UI_SA
ILLINI,[@4.0.6310080@][1597516121254]/60__I2_UIMF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/0__T2NON_UI_SA
GREY SUNDAY,[@2.0.85633657@][31][1463430303388]/27__GN1_SU_V1
RED,[@4.0.5898288@][1597169152898]/31__R1_MF_V1
ILLINI LIMITED,[@7.0.41202961@][1][1238522007765]/4__I1_NONUIMF
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/15__Y4SU_V1
GREY SUNDAY,[@2.0.85633657@][31][1463430303388]/20__GN2SU_V1
GREEN,[@4.0.5960707@][1597257255963]/38__GNX4_MF_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/6__T2_NONUI_SU
SILVER LIMITED EVENING SATURDAY,[@124.0.92350475@][1484580809807]/56__SV1_NON_UI_SA
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/90__GN3_SU
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/4__SV1_NONUISU_V1
LIME EVENING SATURDAY,[@124.0.94417146@][12][1496419670340]/10__LM2SA_V1
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/184__I6UISA
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/57__SV2UISU_V1
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/5__SV1UISU_V1
GOLDHOPPER,[@7.0.41987615@][4][1246632595015]/16__G3_MF
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/7__I1UISA_V1
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/15__T1UISA_V1
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/7__Y2UISU
ORANGE,[@2.0.86175868@][1458585713139]/47__O4_MF
SILVER,[@12.0.42199629@][3][1246896440906]/10__SV1_UIMF
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/32__L1SU
RUBY SUNDAY,[@124.0.92234822@][1484324980985]/43__RUB1_SU
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/19__GN1_SU_V1
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/38__SV1UISU_V1
ILLINI EVENING,[@7.0.41950648@][1244056065453]/228__I4_UIMF1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/78__SV1UISA
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/43__T1_NONUI_SU_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/261__SV2UISA
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/40__GN2SU_V1
YELLOW SATURDAY,[@15.0.63192124@][1][1338414280664]/8__Y4SA
SILVER,[@12.0.42199629@][3][1246896440906]/8__SV4_UI_NOSCH
GREENHOPPER,[@7.0.41101146@][4][1237930167062]/27__GNX5_MF
YELLOW,[@4.0.5891782@][1597169066281]/55__Y6_NOSCHMF_V1
YELLOW,[@14.0.56288722@][2][1303762872735]/3__Y2_MF
LAVENDER SATURDAY,[@15.0.63188981@][2][1334072086256]/39__L1SA
GREY,[@14.0.51708898@][4][1283962900843]/0__GR4_MF
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/18__I1UI_SU_V1
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/4__I1UISA_V1
BROWN,[@15.0.61662606@][20][1329164126655]/4__BB1_MF
TEAL,[@4.0.6079335@][1597347351575]/23__T3_NONUIMF_V1
SILVER,[@12.0.42199629@][3][1246896590515]/60__SV1_UIMF
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/38__Y7_NON_UI_MF_V1
BLUE,[@4.0.5955594@][1597257189746]/41__B3_NOSCH_V1
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/7__Y1SU_V1
ILLINI LIMITED EVENING,[@4.0.6333459@][1597517524012]/23__I1_NONUIMF_V1
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/63__I6UISU_V1
ORANGE,[@2.0.86175868@][1458585713139]/39__O4_MF
SILVER,[@4.0.6090318@][1597351255773]/13__SV2_NONUIMF_V1
GREEN,[@4.0.5960707@][1597257255963]/4__GN1_MF_V1
SILVER EVENING SATURDAY,[@124.0.92284627@][1484347218447]/77__SV1UISA
SILVER LIMITED EVENING SATURDAY,[@124.0.92350475@][1484580809807]/45__SV1_NON_UI_SA
GREENHOPPER EVENING,[@4.0.5987858@][1597257569370]/13__GN5_MF_V1
RAVEN,[@2.0.81457398@][11][1425933027212]/19__RV1_MF
PINK,[@2.0.81838518@][11][1430160344890]/17__P1_MF
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/24__I1_NON_UI_SU_V1
LIME SATURDAY,[@124.0.94415201@][12][1496415811662]/25__LM2SA
LIME SUNDAY,[@124.0.94415718@][11][1496266203663]/0__LM1SU
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/25__Y2UISA_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/71__I1NONUISA
ILLINI LIMITED EVENING,[@7.0.41677083@][1][1238529565531]/4__I1_NONUIMF
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/83__Y2_NONUI_SU
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/142__T2UISA
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/82__SV1_NON_UI_SA
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/37__T2_NONUI_SU
ILLINI LIMITED EVENING,[@7.0.41677083@][1][1238529565531]/6__I1_NONUIMF
YELLOW EVENING,[@15.0.63189138@][1][1338405367103]/8__Y3UIMF
TEAL,[@7.0.41893871@][4][1243540851671]/6__T3_NONUIMF
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/29__GR4_SU
ILLINI LIMITED,[@7.0.41202961@][1][1249913080046]/0__I1_NONUIMF
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/11__SV1UISA_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/2__T2UISA
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/236__I1UISA
ILLINI LIMITED,[@7.0.41202961@][1][1249913080046]/1__I1_NONUIMF
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/3__SV2_NONUIMF_V1
YELLOWHOPPER,[@15.0.63189099@][1][1334168041183]/36__Y7_NON_UI_MF
YELLOW,[@15.0.63189004@][1][1340827148626]/2__Y1_NON_UI_MF
RAVEN,[@2.0.81457398@][11][1425933027212]/17__RV1_MF
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/108__T2_NONUI_SU
GREENHOPPER EVENING,[@4.0.5987858@][1597257569370]/10__GN3_MF_V1
TEAL,[@4.0.6079335@][1597347351575]/58__T4_UIMF_V1
TEAL,[@4.0.6079335@][1597347351575]/161__T2_UIMF_V1
GREEN,[@14.0.51573013@][3][1284041844000]/1__GN1_MF
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/9__Y1SA_V1
GREEN,[@4.0.5960707@][1597257255963]/93__B1_MF_V1
ILLINI,[@7.0.41200832@][2][1238430887312]/199__I4_UIMF1
SILVER EVENING,[@4.0.6315454@][1597516821409]/32__SV4_UI_NOSCH_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/477__SV1UISA
YELLOW EVENING,[@4.0.5867728@][1597168420258]/3__Y6_NOSCHMF_V1
GREEN,[@4.0.5960707@][1597257255963]/27__GN2_MF_V1
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/32__GN1SA_V1
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/59__T1UISA_V1
SILVER,[@4.0.6090318@][1597351255773]/136__SV1_UIMF_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/156__SV1UISA
RUBY,[@15.0.64600293@][2][1339519291486]/13__RUB2_MF
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/90__SV2UISU
SILVER,[@124.0.132008904@][1][1574261984828]/0__SV5_UIMF
YELLOWHOPPER,[@15.0.63189099@][2][1334168821073]/68__Y7_UIMF
SILVER LIMITED EVENING,[@15.0.67924657@][1][1363725754977]/7__SV2_NONUIMF
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/18__T1UISA_V1
YELLOW EVENING SATURDAY,[@4.0.5885438@][1597168881799]/20__Y3SA_V1
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/17__T1UISA_V1
5W GREEN EXPRESS 2,[@36.0.28511544@][4][1175211269316]/12__5W_#2_SHOW_SCH
TEAL,[@7.0.41893871@][3][1243541396687]/87__T1_UIMF
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/50__SV2UISA_V1
SILVER,[@4.0.6090318@][1597351255773]/1__SV2_NONUIMF_V1
GREEN EVENING SATURDAY,[@4.0.5983687@][1597257498706]/12__GN3UISA_V1
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/42__T1UISU_V1
YELLOWHOPPER,[@15.0.63189099@][2][1334168554912]/50__Y2_MF
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/67__SV2UISA
GREEN EVENING SATURDAY,[@4.0.5983687@][1597257498706]/18__GR2SA_V1
LIME SATURDAY,[@124.0.94415201@][11][1496415327969]/2__LM1SA
TEAL,[@4.0.6079335@][1597347351575]/78__T1_NONUIMF_V1
BROWN,[@6.0.626596@][1601838465133]/41__BB1_MF_V1
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/112__SV2UISU
SILVER,[@12.0.42199629@][4][1246896960625]/120__SV3_UIMF
SILVER EVENING,[@4.0.6315454@][1597516821409]/24__SV1_UIMF_V1
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/38__Y1SU
SILVER EVENING SUNDAY,[@124.0.92286725@][1484347296458]/113__SV2UISU
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/10__Y2UISA_V1
LAVENDER SATURDAY,[@15.0.63188981@][2][1334071648685]/21__L1SA
ILLINI,[@7.0.41200832@][2][1238430887312]/153__I2_UIMF
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/38__SV1_NONUISU
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/7__I1_NON_UI_SU_V1
TEAL,[@7.0.41893871@][4][1243540851671]/7__T1_NONUIMF
ILLINI,[@4.0.6310080@][1597516121254]/43__I8_UIMF_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/19__I1UI_SU_V1
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/16__Y2_NON_UI_SA
SILVER LIMITED SATURDAY,[@15.0.67916770@][2][1363721531567]/0__SV1_NON_UI_SA
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/11__T2UISU
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/50__T1UISA_V1
GREEN,[@4.0.5960707@][1597257255963]/61__B1_MF_V1
GREENHOPPER EVENING,[@4.0.5987858@][1597257569370]/15__R3_MF_V1
ILLINI,[@7.0.41200832@][2][1238430887312]/173__I8_UIMF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/81__I1_NON_UI_SU
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/156__T2UISA
RUBY SUNDAY,[@124.0.92234822@][1484324980985]/10__RUB1_SU
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/24__GN4SA_V1
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/30__I1_NONUIMF
SILVER EVENING SUNDAY,[@124.0.92286725@][1484347296458]/98__SV2UISU
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/158__SV1UISA
YELLOW SATURDAY,[@15.0.63192124@][1][1338468687615]/3__Y5UISA
TEAL,[@4.0.6079335@][1597347351575]/81__T1_UIMF_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/22__Y4_MF_V1
TEAL,[@4.0.6079335@][1597347351575]/43__T3_UIMF_V1
LAVENDER,[@15.0.63192662@][1][1334087851811]/3__L2_NOSCHMF_V1
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/233__I1UI_SU
GREENHOPPER,[@7.0.41101146@][4][1237930167062]/28__GN8_SCH
GREENHOPPER EVENING,[@14.0.50384734@][1270492238828]/33__R3_MF
YELLOW,[@4.0.5891782@][1597169066281]/84__Y1_NON_UI_MF_V1
1N YELLOW ALT,[@2.0.83502711@][1][1445980249284]/0__BB4_SHOW_SCH
YELLOW EVENING,[@15.0.63189138@][1][1338405523122]/10__Y1_NON_UI_MF
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/16__SV2_NONUIMF_V1
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/21__T1UISU_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/66__Y4_MF_V1
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/50__SV2UISU
GREENHOPPER EVENING SATURDAY,[@4.0.6000297@][1597257796601]/1__GN3UISA_V1
ILLINI EVENING,[@4.0.6329571@][1597517389214]/101__I8_UIMF_V1
GREY SUNDAY,[@2.0.85633657@][32][1463429698711]/7__GR2_SU
YELLOW,[@4.0.5891782@][1597169066281]/16__Y7_UIMF_V1
TEAL LATE NIGHT,[@7.0.41905826@][4][1246487009734]/10__T2_UIMF
RUBY SATURDAY,[@15.0.64657075@][1][1342037007913]/0__RUB1_SA
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/20__GN2SU_V1
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/33__GN3_SU_V1
YELLOW,[@4.0.5891782@][1597169066281]/68__Y3UIMF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/131__T2NON_UI_SA
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/28__Y5UISU
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/8__T2UISA
RED SATURDAY,[@4.0.5909127@][1597169253406]/43__R3SA_V1
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/14__Y2UISA_V1
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/40__Y3SA
NAVY,[@124.0.103534744@][31][1510337405478]/16__N2_MF
YELLOWHOPPER,[@15.0.63189099@][2][1334168621241]/56__Y7_UIMF
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/19__T1NON_UI_SA
GREY SUNDAY,[@2.0.85633657@][32][1463429698711]/15__GR2_SU_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/38__T2UISU
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/91__Y2UISU
SILVER,[@12.0.42199629@][3][1246896590515]/54__SV2_NONUIMF
GREEN,[@4.0.5960707@][1597257255963]/35__GN2_MF_V1
ILLINI,[@7.0.41200832@][2][1238430887312]/139__I5_UIMF
TEAL,[@7.0.41893871@][4][1243540851671]/27__T1_NONUIMF
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/23__SV2UISU_V1
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/13__SV1_NONUISU_V1
TEAL,[@7.0.41893871@][3][1243541396687]/97__T1_NONUIMF
SILVER,[@4.0.6090318@][1597351255773]/87__SV4_UI_NOSCH_V1
SILVER,[@4.0.6090318@][1597351255773]/4__SV2_UIMF_V1
TEAL,[@7.0.41893871@][3][1243541488843]/120__T3_UIMF
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/23__SV2_NONUIMF_V1
TEAL,[@4.0.6079335@][1597347351575]/37__T4_UIMF_V1
YELLOW EVENING,[@15.0.63189138@][2][1338407799588]/15__Y3UIMF
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/35__GN2UISA_V1
ILLINI LIMITED EVENING,[@4.0.6333459@][1597517524012]/3__I1_NONUIMF_V1
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/43__Y2_NON_UI_SA
YELLOW EVENING,[@4.0.5867728@][1597168420258]/17__Y3_NON_UI_MF_V1
BRONZE,[@15.0.63192037@][3][1337951940615]/0__BZ1_NOSCHMF
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/13__SV2_NONUIMF_V1
GREENHOPPER EVENING SATURDAY,[@7.0.42019048@][1245177724421]/78__GN1SA
ORANGE,[@2.0.86175868@][1458585713139]/91__O1_MF
TEAL,[@7.0.41893871@][3][1243541396687]/102__T3_NONUIMF
GREEN,[@14.0.46304650@][3][1270561983328]/1__GN2_MF
SILVER,[@12.0.42199629@][4][1246896960625]/100__SV2_UIMF
GREEN EVENING,[@7.0.41201218@][3][1243953924046]/8__GNX5_MF
BRONZE,[@14.0.51709163@][4][1277738462062]/2__BZ2_MF1
YELLOW,[@15.0.63189004@][1][1340833676585]/0__Y5_MF
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/103__I1UISA_V1
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/32__T1UISA_V1
SILVER EVENING SUNDAY,[@124.0.92286725@][1484347296458]/128__SV2UISU
RUBY SUNDAY,[@124.0.94416866@][1][1496414807520]/0__RUB1_SU
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/55__Y2_MF_V1
TEAL,[@4.0.6079335@][1597347351575]/142__T3_UIMF_V1
GREENHOPPER,[@7.0.41101146@][3][1237931450218]/3__GN8_MF
TEAL,[@7.0.41893871@][3][1243541488843]/136__T3_UIMF
GREY,[@2.0.80545657@][31][1425487417760]/6__GR4_MF
TEAL,[@7.0.41893871@][3][1243541396687]/82__T3_NONUIMF
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/78__Y2_MF_V1
YELLOWHOPPER,[@15.0.63189099@][2][1334168803198]/57__Y4_MF
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/33__GNX5_MF_V1
GREENHOPPER,[@4.0.5978260@][1597257417676]/35__GN8_MF_V1
SILVER,[@12.0.42199629@][3][1246896590515]/62__SV4_NONUIMF_NOSCH
SILVER EVENING,[@4.0.6315454@][1597516821409]/26__SV1_UIMF_V1
BROWN,[@15.0.61662606@][20][1329164483927]/31__BB1_MF
ILLINI EVENING,[@4.0.6329571@][1597517389214]/6__I4_UIMF_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/30__I1_NON_UI_SU_V1
ILLINI EVENING,[@7.0.41950648@][1244056065453]/74__I5_UIMF
GREY EVENING SATURDAY,[@124.0.92319406@][1484577670364]/34__GR3_SA_V1
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/44__Y1SA
TEAL,[@14.0.51708725@][4][1275506123875]/14__T2_UIMF
SILVER EVENING SATURDAY,[@124.0.92284627@][1484347218447]/169__SV2UISA
GREY SATURDAY,[@15.0.73008535@][31][1401898787857]/19__GR1SA_V1
YELLOW,[@4.0.5891782@][1597169066281]/84__Y1UIMF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/160__T2UISA
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/79__T1_NONUI_SU
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/60__SV2UISU_V1
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/43__I1UISA_V1
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/6__SV2UISU_V1
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/36__GR3_NON_UI_SU
SILVER EVENING,[@4.0.6315454@][1597516821409]/29__SV4_UI_NOSCH_V1
GOLD ALT,[@2.0.84927215@][1455575717330]/115__MOVED#2
BLUE,[@4.0.5955594@][1597257189746]/15__B3_NOSCH_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/17__I1UI_SU_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/18__T2UISA
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/36__GN3NONUISA
RUBY EVENING,[@15.0.64613606@][1][1339515184324]/79__P1_MF
TEAL,[@4.0.6079335@][1597347351575]/19__T1_NONUIMF_V1
GREEN,8GN510__GN7_MF
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/69__SV2UISA
RED,[@14.0.56288404@][1][1302720941921]/4__R1_MF
YELLOWHOPPER,[@15.0.63189099@][1][1334168041183]/36__Y7_UIMF
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/8__L1SU
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/42__T2_NONUI_SU_V1
ILLINI LIMITED EVENING,[@4.0.6333459@][1597517524012]/17__I1_NONUIMF_V1
SILVER,[@12.0.42199629@][4][1246896833000]/77__SV4_NONUIMF_NOSCH
RUBY,[@15.0.64600293@][2][1340052703956]/1__RUB2_MF
TEAL,[@4.0.6079335@][1597347351575]/2__T1_NONUIMF_V1
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/131__I6UISA
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/75__T1_NONUI_SU
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/1__GN2UISA_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/143__T1NON_UI_SA
SILVER,[@12.0.42199629@][4][1246896960625]/121__SV1_UIMF
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/55__Y5UISU
SILVER,[@4.0.6090318@][1597351255773]/5__SV4_UI_NOSCH_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/25__Y2_MF_V1
GREY,[@2.0.80545657@][32][1425488265338]/22__GR3_NON_UI_MF_V1
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/35__GR2_SU
BROWN,[@2.0.80548152@][11][1425506717219]/16__BA2_NOSCHMF
GREENHOPPER,[@7.0.41101146@][4][1237930044562]/15__GNX5_MF
ILLINI,[@4.0.6310080@][1597516121254]/93__I8_UIMF_V1
GREY,[@2.0.80545657@][32][1425488265338]/22__GR3_UIMF_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/21__R1SA_V1
ILLINI LIMITED,[@7.0.41202961@][1][1249913080046]/3__I1_NONUIMF
LIME SATURDAY,[@124.0.94415201@][11][1496415327969]/7__LM1SA
BLUE,[@14.0.56288268@][4][1302636576192]/2__B2_MF
ORANGE,[@2.0.86175868@][1458585713139]/41__O2_MF
SILVER,[@12.0.42199629@][3][1246896590515]/63__SV1_UIMF
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/16__L1SU
SILVER,[@12.0.42199629@][3][1246896590515]/40__SV2_UIMF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/26__T2NON_UI_SA
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/55__T2UISU
GREY SUNDAY,[@2.0.85633657@][32][1463429698711]/16__GR3_UISU
GREY SATURDAY,[@15.0.73008535@][31][1401898787857]/19__GR1SA
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/22__Y2UISA
YELLOW SATURDAY,[@15.0.63192124@][1][1338414280664]/11__Y2UISA
TEAL EVENING SATURDAY,[@4.0.6089173@][1597348089342]/12__T2UISA_V1
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/73__SV1UISA_V1
