service_id,date,exception_type
G2 MF,20201109,1
G2 MF,20201110,1
G2 MF,20201111,1
G2 MF,20201112,1
G2 MF,20201113,1
G2 MF,20201116,1
G2 MF,20201117,1
G2 MF,20201118,1
G2 MF,20201119,1
G2 MF,20201120,1
G2 MF,20201123,1
G2 MF,20201124,1
G2 MF,20201125,1
G2 MF,20201127,1
G2 MF,20201130,1
G2 MF,20201201,1
G2 MF,20201202,1
G2 MF,20201203,1
G2 MF,20201204,1
G2 MF,20201207,1
G2 MF,20201208,1
G2 MF,20201209,1
G2 MF,20201210,1
G2 MF,20201211,1
G2 MF,20201214,1
G2 MF,20201215,1
G2 MF,20201216,1
G2 MF,20201217,1
G2 MF,20201218,1
Y4SA,20201114,1
Y4SA,20201121,1
Y4SA,20201128,1
Y4SA,20201205,1
Y4SA,20201212,1
Y4SA,20201219,1
GNX2 MF,20201116,1
GNX2 MF,20201117,1
GNX2 MF,20201118,1
GNX2 MF,20201119,1
GNX2 MF,20201120,1
GNX2 MF,20201123,1
GNX2 MF,20201124,1
GNX2 MF,20201125,1
GNX2 MF,20201127,1
GNX2 MF,20201130,1
GNX2 MF,20201201,1
GNX2 MF,20201202,1
GNX2 MF,20201203,1
GNX2 MF,20201204,1
GNX2 MF,20201207,1
GNX2 MF,20201208,1
GNX2 MF,20201209,1
GNX2 MF,20201210,1
GNX2 MF,20201211,1
GNX2 MF,20201214,1
GNX2 MF,20201215,1
GNX2 MF,20201216,1
GNX2 MF,20201217,1
GNX2 MF,20201218,1
Y4SU,20201115,1
Y4SU,20201122,1
Y4SU,20201129,1
Y4SU,20201206,1
Y4SU,20201213,1
GN4 MF V1,20200817,1
GN4 MF V1,20200818,1
GN4 MF V1,20200819,1
GN4 MF V1,20200820,1
GN4 MF V1,20200821,1
GN4 MF V1,20200824,1
GN4 MF V1,20200825,1
GN4 MF V1,20200826,1
GN4 MF V1,20200827,1
GN4 MF V1,20200828,1
GN4 MF V1,20200831,1
GN4 MF V1,20200901,1
GN4 MF V1,20200902,1
GN4 MF V1,20200903,1
GN4 MF V1,20200904,1
GN4 MF V1,20200908,1
GN4 MF V1,20200909,1
GN4 MF V1,20200910,1
GN4 MF V1,20200911,1
GN4 MF V1,20200914,1
GN4 MF V1,20200915,1
GN4 MF V1,20200916,1
GN4 MF V1,20200917,1
GN4 MF V1,20200918,1
GN4 MF V1,20200921,1
GN4 MF V1,20200922,1
GN4 MF V1,20200923,1
GN4 MF V1,20200924,1
GN4 MF V1,20200925,1
GN4 MF V1,20200928,1
GN4 MF V1,20200929,1
GN4 MF V1,20200930,1
GN4 MF V1,20201001,1
GN4 MF V1,20201002,1
GN4 MF V1,20201005,1
GN4 MF V1,20201006,1
GN4 MF V1,20201007,1
GN4 MF V1,20201008,1
GN4 MF V1,20201009,1
GN4 MF V1,20201012,1
GN4 MF V1,20201013,1
GN4 MF V1,20201014,1
GN4 MF V1,20201015,1
GN4 MF V1,20201016,1
GN4 MF V1,20201019,1
GN4 MF V1,20201020,1
GN4 MF V1,20201021,1
GN4 MF V1,20201022,1
GN4 MF V1,20201023,1
GN4 MF V1,20201026,1
GN4 MF V1,20201027,1
GN4 MF V1,20201028,1
GN4 MF V1,20201029,1
GN4 MF V1,20201030,1
GN4 MF V1,20201102,1
GN4 MF V1,20201103,1
GN4 MF V1,20201104,1
GN4 MF V1,20201105,1
GN4 MF V1,20201106,1
GN4 MF V1,20201109,1
GN4 MF V1,20201110,1
GN4 MF V1,20201111,1
GN4 MF V1,20201112,1
GN4 MF V1,20201113,1
5W SHOW #3 SCH,20200824,1
5W SHOW #3 SCH,20200825,1
5W SHOW #3 SCH,20200827,1
5W SHOW #3 SCH,20200828,1
5W SHOW #3 SCH,20200831,1
5W SHOW #3 SCH,20200901,1
5W SHOW #3 SCH,20200903,1
5W SHOW #3 SCH,20200904,1
5W SHOW #3 SCH,20200908,1
5W SHOW #3 SCH,20200910,1
5W SHOW #3 SCH,20200911,1
5W SHOW #3 SCH,20200914,1
5W SHOW #3 SCH,20200915,1
5W SHOW #3 SCH,20200917,1
5W SHOW #3 SCH,20200918,1
5W SHOW #3 SCH,20200921,1
5W SHOW #3 SCH,20200922,1
5W SHOW #3 SCH,20200924,1
5W SHOW #3 SCH,20200925,1
5W SHOW #3 SCH,20200928,1
5W SHOW #3 SCH,20200929,1
5W SHOW #3 SCH,20201001,1
5W SHOW #3 SCH,20201002,1
5W SHOW #3 SCH,20201005,1
5W SHOW #3 SCH,20201006,1
5W SHOW #3 SCH,20201008,1
5W SHOW #3 SCH,20201009,1
5W SHOW #3 SCH,20201012,1
5W SHOW #3 SCH,20201013,1
5W SHOW #3 SCH,20201015,1
5W SHOW #3 SCH,20201016,1
5W SHOW #3 SCH,20201019,1
5W SHOW #3 SCH,20201020,1
5W SHOW #3 SCH,20201022,1
5W SHOW #3 SCH,20201023,1
5W SHOW #3 SCH,20201026,1
5W SHOW #3 SCH,20201027,1
5W SHOW #3 SCH,20201029,1
5W SHOW #3 SCH,20201030,1
5W SHOW #3 SCH,20201102,1
5W SHOW #3 SCH,20201103,1
5W SHOW #3 SCH,20201105,1
5W SHOW #3 SCH,20201106,1
5W SHOW #3 SCH,20201109,1
5W SHOW #3 SCH,20201110,1
5W SHOW #3 SCH,20201112,1
5W SHOW #3 SCH,20201113,1
5W SHOW #3 SCH,20201116,1
5W SHOW #3 SCH,20201117,1
5W SHOW #3 SCH,20201119,1
5W SHOW #3 SCH,20201120,1
5W SHOW #3 SCH,20201123,1
5W SHOW #3 SCH,20201124,1
5W SHOW #3 SCH,20201130,1
5W SHOW #3 SCH,20201201,1
5W SHOW #3 SCH,20201203,1
5W SHOW #3 SCH,20201204,1
5W SHOW #3 SCH,20201207,1
5W SHOW #3 SCH,20201208,1
5W SHOW #3 SCH,20201210,1
5W SHOW #3 SCH,20201211,1
5W SHOW #3 SCH,20201214,1
5W SHOW #3 SCH,20201215,1
5W SHOW #3 SCH,20201217,1
5W SHOW #3 SCH,20201218,1
GN1 SU,20201115,1
GN1 SU,20201122,1
GN1 SU,20201129,1
GN1 SU,20201206,1
GN1 SU,20201213,1
P1 MF,20200817,1
P1 MF,20200818,1
P1 MF,20200819,1
P1 MF,20200820,1
P1 MF,20200821,1
P1 MF,20200824,1
P1 MF,20200825,1
P1 MF,20200826,1
P1 MF,20200827,1
P1 MF,20200828,1
P1 MF,20200831,1
P1 MF,20200901,1
P1 MF,20200902,1
P1 MF,20200903,1
P1 MF,20200904,1
P1 MF,20200908,1
P1 MF,20200909,1
P1 MF,20200910,1
P1 MF,20200911,1
P1 MF,20200914,1
P1 MF,20200915,1
P1 MF,20200916,1
P1 MF,20200917,1
P1 MF,20200918,1
P1 MF,20200921,1
P1 MF,20200922,1
P1 MF,20200923,1
P1 MF,20200924,1
P1 MF,20200925,1
P1 MF,20200928,1
P1 MF,20200929,1
P1 MF,20200930,1
P1 MF,20201001,1
P1 MF,20201002,1
P1 MF,20201005,1
P1 MF,20201006,1
P1 MF,20201007,1
P1 MF,20201008,1
P1 MF,20201009,1
P1 MF,20201012,1
P1 MF,20201013,1
P1 MF,20201014,1
P1 MF,20201015,1
P1 MF,20201016,1
P1 MF,20201019,1
P1 MF,20201020,1
P1 MF,20201021,1
P1 MF,20201022,1
P1 MF,20201023,1
P1 MF,20201026,1
P1 MF,20201027,1
P1 MF,20201028,1
P1 MF,20201029,1
P1 MF,20201030,1
P1 MF,20201102,1
P1 MF,20201103,1
P1 MF,20201104,1
P1 MF,20201105,1
P1 MF,20201106,1
P1 MF,20201109,1
P1 MF,20201110,1
P1 MF,20201111,1
P1 MF,20201112,1
P1 MF,20201113,1
P1 MF,20201116,1
P1 MF,20201117,1
P1 MF,20201118,1
P1 MF,20201119,1
P1 MF,20201120,1
P1 MF,20201123,1
P1 MF,20201124,1
P1 MF,20201125,1
P1 MF,20201127,1
P1 MF,20201130,1
P1 MF,20201201,1
P1 MF,20201202,1
P1 MF,20201203,1
P1 MF,20201204,1
P1 MF,20201207,1
P1 MF,20201208,1
P1 MF,20201209,1
P1 MF,20201210,1
P1 MF,20201211,1
P1 MF,20201214,1
P1 MF,20201215,1
P1 MF,20201216,1
P1 MF,20201217,1
P1 MF,20201218,1
GR1SA V1,20200822,1
GR1SA V1,20200829,1
GR1SA V1,20200905,1
GR1SA V1,20200912,1
GR1SA V1,20200919,1
GR1SA V1,20200926,1
GR1SA V1,20201003,1
GR1SA V1,20201010,1
GR1SA V1,20201017,1
GR1SA V1,20201024,1
GR1SA V1,20201031,1
GR1SA V1,20201107,1
GN4 MF,20201116,1
GN4 MF,20201117,1
GN4 MF,20201118,1
GN4 MF,20201119,1
GN4 MF,20201120,1
GN4 MF,20201123,1
GN4 MF,20201124,1
GN4 MF,20201125,1
GN4 MF,20201127,1
GN4 MF,20201130,1
GN4 MF,20201201,1
GN4 MF,20201202,1
GN4 MF,20201203,1
GN4 MF,20201204,1
GN4 MF,20201207,1
GN4 MF,20201208,1
GN4 MF,20201209,1
GN4 MF,20201210,1
GN4 MF,20201211,1
GN4 MF,20201214,1
GN4 MF,20201215,1
GN4 MF,20201216,1
GN4 MF,20201217,1
GN4 MF,20201218,1
T2 UIMF V1,20200821,1
T2 UIMF V1,20200824,1
T2 UIMF V1,20200825,1
T2 UIMF V1,20200826,1
T2 UIMF V1,20200827,1
T2 UIMF V1,20200828,1
T2 UIMF V1,20200831,1
T2 UIMF V1,20200901,1
T2 UIMF V1,20200902,1
T2 UIMF V1,20200903,1
T2 UIMF V1,20200904,1
T2 UIMF V1,20200908,1
T2 UIMF V1,20200909,1
T2 UIMF V1,20200910,1
T2 UIMF V1,20200911,1
T2 UIMF V1,20200914,1
T2 UIMF V1,20200915,1
T2 UIMF V1,20200916,1
T2 UIMF V1,20200917,1
T2 UIMF V1,20200918,1
T2 UIMF V1,20200921,1
T2 UIMF V1,20200922,1
T2 UIMF V1,20200923,1
T2 UIMF V1,20200924,1
T2 UIMF V1,20200925,1
T2 UIMF V1,20200928,1
T2 UIMF V1,20200929,1
T2 UIMF V1,20200930,1
T2 UIMF V1,20201001,1
T2 UIMF V1,20201002,1
T2 UIMF V1,20201005,1
T2 UIMF V1,20201006,1
T2 UIMF V1,20201007,1
T2 UIMF V1,20201008,1
T2 UIMF V1,20201009,1
T2 UIMF V1,20201012,1
T2 UIMF V1,20201013,1
T2 UIMF V1,20201014,1
T2 UIMF V1,20201015,1
T2 UIMF V1,20201016,1
T2 UIMF V1,20201019,1
T2 UIMF V1,20201020,1
T2 UIMF V1,20201021,1
T2 UIMF V1,20201022,1
T2 UIMF V1,20201023,1
T2 UIMF V1,20201026,1
T2 UIMF V1,20201027,1
T2 UIMF V1,20201028,1
T2 UIMF V1,20201029,1
T2 UIMF V1,20201030,1
T2 UIMF V1,20201102,1
T2 UIMF V1,20201103,1
T2 UIMF V1,20201104,1
T2 UIMF V1,20201105,1
T2 UIMF V1,20201106,1
T2 UIMF V1,20201109,1
T2 UIMF V1,20201110,1
T2 UIMF V1,20201111,1
T2 UIMF V1,20201112,1
T2 UIMF V1,20201113,1
5W #1 SHOW SCH,20200824,1
5W #1 SHOW SCH,20200825,1
5W #1 SHOW SCH,20200827,1
5W #1 SHOW SCH,20200828,1
5W #1 SHOW SCH,20200831,1
5W #1 SHOW SCH,20200901,1
5W #1 SHOW SCH,20200903,1
5W #1 SHOW SCH,20200904,1
5W #1 SHOW SCH,20200908,1
5W #1 SHOW SCH,20200910,1
5W #1 SHOW SCH,20200911,1
5W #1 SHOW SCH,20200914,1
5W #1 SHOW SCH,20200915,1
5W #1 SHOW SCH,20200917,1
5W #1 SHOW SCH,20200918,1
5W #1 SHOW SCH,20200921,1
5W #1 SHOW SCH,20200922,1
5W #1 SHOW SCH,20200924,1
5W #1 SHOW SCH,20200925,1
5W #1 SHOW SCH,20200928,1
5W #1 SHOW SCH,20200929,1
5W #1 SHOW SCH,20201001,1
5W #1 SHOW SCH,20201002,1
5W #1 SHOW SCH,20201005,1
5W #1 SHOW SCH,20201006,1
5W #1 SHOW SCH,20201008,1
5W #1 SHOW SCH,20201009,1
5W #1 SHOW SCH,20201012,1
5W #1 SHOW SCH,20201013,1
5W #1 SHOW SCH,20201015,1
5W #1 SHOW SCH,20201016,1
5W #1 SHOW SCH,20201019,1
5W #1 SHOW SCH,20201020,1
5W #1 SHOW SCH,20201022,1
5W #1 SHOW SCH,20201023,1
5W #1 SHOW SCH,20201026,1
5W #1 SHOW SCH,20201027,1
5W #1 SHOW SCH,20201029,1
5W #1 SHOW SCH,20201030,1
5W #1 SHOW SCH,20201102,1
5W #1 SHOW SCH,20201103,1
5W #1 SHOW SCH,20201105,1
5W #1 SHOW SCH,20201106,1
5W #1 SHOW SCH,20201109,1
5W #1 SHOW SCH,20201110,1
5W #1 SHOW SCH,20201112,1
5W #1 SHOW SCH,20201113,1
5W #1 SHOW SCH,20201116,1
5W #1 SHOW SCH,20201117,1
5W #1 SHOW SCH,20201119,1
5W #1 SHOW SCH,20201120,1
5W #1 SHOW SCH,20201123,1
5W #1 SHOW SCH,20201124,1
5W #1 SHOW SCH,20201130,1
5W #1 SHOW SCH,20201201,1
5W #1 SHOW SCH,20201203,1
5W #1 SHOW SCH,20201204,1
5W #1 SHOW SCH,20201207,1
5W #1 SHOW SCH,20201208,1
5W #1 SHOW SCH,20201210,1
5W #1 SHOW SCH,20201211,1
5W #1 SHOW SCH,20201214,1
5W #1 SHOW SCH,20201215,1
5W #1 SHOW SCH,20201217,1
5W #1 SHOW SCH,20201218,1
LM2SU,20200816,1
LM2SU,20200823,1
LM2SU,20200830,1
LM2SU,20200906,1
LM2SU,20200913,1
LM2SU,20200920,1
LM2SU,20200927,1
LM2SU,20201004,1
LM2SU,20201011,1
LM2SU,20201018,1
LM2SU,20201025,1
LM2SU,20201101,1
LM2SU,20201108,1
LM2SU,20201115,1
LM2SU,20201122,1
LM2SU,20201129,1
LM2SU,20201206,1
LM2SU,20201213,1
Y3 NON UI MF,20201123,1
Y3 NON UI MF,20201124,1
Y3 NON UI MF,20201125,1
Y3 NON UI MF,20201127,1
Y3 NON UI MF,20201130,1
Y3 NON UI MF,20201201,1
Y3 NON UI MF,20201202,1
Y3 NON UI MF,20201203,1
Y3 NON UI MF,20201204,1
Y3 NON UI MF,20201207,1
Y3 NON UI MF,20201208,1
Y3 NON UI MF,20201209,1
Y3 NON UI MF,20201210,1
Y3 NON UI MF,20201211,1
Y3 NON UI MF,20201214,1
Y3 NON UI MF,20201215,1
Y3 NON UI MF,20201216,1
Y3 NON UI MF,20201217,1
Y3 NON UI MF,20201218,1
O3 MF,20200817,1
O3 MF,20200818,1
O3 MF,20200819,1
O3 MF,20200820,1
O3 MF,20200821,1
O3 MF,20200824,1
O3 MF,20200825,1
O3 MF,20200826,1
O3 MF,20200827,1
O3 MF,20200828,1
O3 MF,20200831,1
O3 MF,20200901,1
O3 MF,20200902,1
O3 MF,20200903,1
O3 MF,20200904,1
O3 MF,20200908,1
O3 MF,20200909,1
O3 MF,20200910,1
O3 MF,20200911,1
O3 MF,20200914,1
O3 MF,20200915,1
O3 MF,20200916,1
O3 MF,20200917,1
O3 MF,20200918,1
O3 MF,20200921,1
O3 MF,20200922,1
O3 MF,20200923,1
O3 MF,20200924,1
O3 MF,20200925,1
O3 MF,20200928,1
O3 MF,20200929,1
O3 MF,20200930,1
O3 MF,20201001,1
O3 MF,20201002,1
O3 MF,20201005,1
O3 MF,20201006,1
O3 MF,20201007,1
O3 MF,20201008,1
O3 MF,20201009,1
O3 MF,20201012,1
O3 MF,20201013,1
O3 MF,20201014,1
O3 MF,20201015,1
O3 MF,20201016,1
O3 MF,20201019,1
O3 MF,20201020,1
O3 MF,20201021,1
O3 MF,20201022,1
O3 MF,20201023,1
O3 MF,20201026,1
O3 MF,20201027,1
O3 MF,20201028,1
O3 MF,20201029,1
O3 MF,20201030,1
O3 MF,20201102,1
O3 MF,20201103,1
O3 MF,20201104,1
O3 MF,20201105,1
O3 MF,20201106,1
O3 MF,20201109,1
O3 MF,20201110,1
O3 MF,20201111,1
O3 MF,20201112,1
O3 MF,20201113,1
O3 MF,20201116,1
O3 MF,20201117,1
O3 MF,20201118,1
O3 MF,20201119,1
O3 MF,20201120,1
O3 MF,20201123,1
O3 MF,20201124,1
O3 MF,20201125,1
O3 MF,20201127,1
O3 MF,20201130,1
O3 MF,20201201,1
O3 MF,20201202,1
O3 MF,20201203,1
O3 MF,20201204,1
O3 MF,20201207,1
O3 MF,20201208,1
O3 MF,20201209,1
O3 MF,20201210,1
O3 MF,20201211,1
O3 MF,20201214,1
O3 MF,20201215,1
O3 MF,20201216,1
O3 MF,20201217,1
O3 MF,20201218,1
7W SHOW SCH,20200824,1
7W SHOW SCH,20200825,1
7W SHOW SCH,20200827,1
7W SHOW SCH,20200828,1
7W SHOW SCH,20200831,1
7W SHOW SCH,20200901,1
7W SHOW SCH,20200903,1
7W SHOW SCH,20200904,1
7W SHOW SCH,20200908,1
7W SHOW SCH,20200910,1
7W SHOW SCH,20200911,1
7W SHOW SCH,20200914,1
7W SHOW SCH,20200915,1
7W SHOW SCH,20200917,1
7W SHOW SCH,20200918,1
7W SHOW SCH,20200921,1
7W SHOW SCH,20200922,1
7W SHOW SCH,20200924,1
7W SHOW SCH,20200925,1
7W SHOW SCH,20200928,1
7W SHOW SCH,20200929,1
7W SHOW SCH,20201001,1
7W SHOW SCH,20201002,1
7W SHOW SCH,20201005,1
7W SHOW SCH,20201006,1
7W SHOW SCH,20201008,1
7W SHOW SCH,20201009,1
7W SHOW SCH,20201012,1
7W SHOW SCH,20201013,1
7W SHOW SCH,20201015,1
7W SHOW SCH,20201016,1
7W SHOW SCH,20201019,1
7W SHOW SCH,20201020,1
7W SHOW SCH,20201022,1
7W SHOW SCH,20201023,1
7W SHOW SCH,20201026,1
7W SHOW SCH,20201027,1
7W SHOW SCH,20201029,1
7W SHOW SCH,20201030,1
7W SHOW SCH,20201102,1
7W SHOW SCH,20201103,1
7W SHOW SCH,20201105,1
7W SHOW SCH,20201106,1
7W SHOW SCH,20201109,1
7W SHOW SCH,20201110,1
7W SHOW SCH,20201112,1
7W SHOW SCH,20201113,1
7W SHOW SCH,20201116,1
7W SHOW SCH,20201117,1
7W SHOW SCH,20201119,1
7W SHOW SCH,20201120,1
7W SHOW SCH,20201123,1
7W SHOW SCH,20201124,1
7W SHOW SCH,20201130,1
7W SHOW SCH,20201201,1
7W SHOW SCH,20201203,1
7W SHOW SCH,20201204,1
7W SHOW SCH,20201207,1
7W SHOW SCH,20201208,1
7W SHOW SCH,20201210,1
7W SHOW SCH,20201211,1
7W SHOW SCH,20201214,1
7W SHOW SCH,20201215,1
7W SHOW SCH,20201217,1
7W SHOW SCH,20201218,1
T2UISA V1,20200822,1
T2UISA V1,20200829,1
T2UISA V1,20200905,1
T2UISA V1,20200912,1
T2UISA V1,20200919,1
T2UISA V1,20200926,1
T2UISA V1,20201003,1
T2UISA V1,20201010,1
T2UISA V1,20201017,1
T2UISA V1,20201024,1
T2UISA V1,20201031,1
T2UISA V1,20201107,1
T1NON UI SA,20201121,1
T1NON UI SA,20201128,1
T1NON UI SA,20201205,1
T1NON UI SA,20201212,1
T1NON UI SA,20201219,1
GR3 UISU,20201115,1
T1 NONUI SU V1,20200816,1
BB2 MF,20201116,1
BB2 MF,20201117,1
BB2 MF,20201118,1
BB2 MF,20201119,1
BB2 MF,20201120,1
BB2 MF,20201123,1
BB2 MF,20201124,1
BB2 MF,20201125,1
BB2 MF,20201127,1
BB2 MF,20201130,1
BB2 MF,20201201,1
BB2 MF,20201202,1
BB2 MF,20201203,1
BB2 MF,20201204,1
BB2 MF,20201207,1
BB2 MF,20201208,1
BB2 MF,20201209,1
BB2 MF,20201210,1
BB2 MF,20201211,1
BB2 MF,20201214,1
BB2 MF,20201215,1
BB2 MF,20201216,1
BB2 MF,20201217,1
BB2 MF,20201218,1
Y2UISU V1,20200823,1
Y2UISU V1,20200830,1
Y2UISU V1,20200906,1
Y2UISU V1,20200913,1
Y2UISU V1,20200920,1
Y2UISU V1,20200927,1
Y2UISU V1,20201004,1
Y2UISU V1,20201011,1
Y2UISU V1,20201018,1
Y2UISU V1,20201025,1
Y2UISU V1,20201101,1
Y2UISU V1,20201108,1
I1 NON UI SU,20201122,1
I1 NON UI SU,20201129,1
I1 NON UI SU,20201206,1
I1 NON UI SU,20201213,1
Y5 NONUI SU,20201122,1
Y5 NONUI SU,20201129,1
Y5 NONUI SU,20201206,1
Y5 NONUI SU,20201213,1
T1 NONUIMF V1,20200817,1
T1 NONUIMF V1,20200818,1
T1 NONUIMF V1,20200819,1
T1 NONUIMF V1,20200820,1
6E SCH,20200824,1
6E SCH,20200825,1
6E SCH,20200827,1
6E SCH,20200828,1
6E SCH,20200831,1
6E SCH,20200901,1
6E SCH,20200903,1
6E SCH,20200904,1
6E SCH,20200908,1
6E SCH,20200910,1
6E SCH,20200911,1
6E SCH,20200914,1
6E SCH,20200915,1
6E SCH,20200917,1
6E SCH,20200918,1
6E SCH,20200921,1
6E SCH,20200922,1
6E SCH,20200924,1
6E SCH,20200925,1
6E SCH,20200928,1
6E SCH,20200929,1
6E SCH,20201001,1
6E SCH,20201002,1
6E SCH,20201005,1
6E SCH,20201006,1
6E SCH,20201008,1
6E SCH,20201009,1
6E SCH,20201012,1
6E SCH,20201013,1
6E SCH,20201015,1
6E SCH,20201016,1
6E SCH,20201019,1
6E SCH,20201020,1
6E SCH,20201022,1
6E SCH,20201023,1
6E SCH,20201026,1
6E SCH,20201027,1
6E SCH,20201029,1
6E SCH,20201030,1
6E SCH,20201102,1
6E SCH,20201103,1
6E SCH,20201105,1
6E SCH,20201106,1
6E SCH,20201109,1
6E SCH,20201110,1
6E SCH,20201112,1
6E SCH,20201113,1
6E SCH,20201116,1
6E SCH,20201117,1
6E SCH,20201119,1
6E SCH,20201120,1
6E SCH,20201123,1
6E SCH,20201124,1
6E SCH,20201130,1
6E SCH,20201201,1
6E SCH,20201203,1
6E SCH,20201204,1
6E SCH,20201207,1
6E SCH,20201208,1
6E SCH,20201210,1
6E SCH,20201211,1
6E SCH,20201214,1
6E SCH,20201215,1
6E SCH,20201217,1
6E SCH,20201218,1
I1 NONUIMF V1,20200817,1
I1 NONUIMF V1,20200818,1
I1 NONUIMF V1,20200819,1
I1 NONUIMF V1,20200820,1
GN1SA,20201114,1
GN1SA,20201121,1
GN1SA,20201128,1
GN1SA,20201205,1
GN1SA,20201212,1
GN1SA,20201219,1
I5 UIMF V1,20200821,1
I5 UIMF V1,20200824,1
I5 UIMF V1,20200825,1
I5 UIMF V1,20200826,1
I5 UIMF V1,20200827,1
I5 UIMF V1,20200828,1
I5 UIMF V1,20200831,1
I5 UIMF V1,20200901,1
I5 UIMF V1,20200902,1
I5 UIMF V1,20200903,1
I5 UIMF V1,20200904,1
I5 UIMF V1,20200908,1
I5 UIMF V1,20200909,1
I5 UIMF V1,20200910,1
I5 UIMF V1,20200911,1
I5 UIMF V1,20200914,1
I5 UIMF V1,20200915,1
I5 UIMF V1,20200916,1
I5 UIMF V1,20200917,1
I5 UIMF V1,20200918,1
I5 UIMF V1,20200921,1
I5 UIMF V1,20200922,1
I5 UIMF V1,20200923,1
I5 UIMF V1,20200924,1
I5 UIMF V1,20200925,1
I5 UIMF V1,20200928,1
I5 UIMF V1,20200929,1
I5 UIMF V1,20200930,1
I5 UIMF V1,20201001,1
I5 UIMF V1,20201002,1
I5 UIMF V1,20201005,1
I5 UIMF V1,20201006,1
I5 UIMF V1,20201007,1
I5 UIMF V1,20201008,1
I5 UIMF V1,20201009,1
I5 UIMF V1,20201012,1
I5 UIMF V1,20201013,1
I5 UIMF V1,20201014,1
I5 UIMF V1,20201015,1
I5 UIMF V1,20201016,1
I5 UIMF V1,20201019,1
I5 UIMF V1,20201020,1
I5 UIMF V1,20201021,1
I5 UIMF V1,20201022,1
I5 UIMF V1,20201023,1
I5 UIMF V1,20201026,1
I5 UIMF V1,20201027,1
I5 UIMF V1,20201028,1
I5 UIMF V1,20201029,1
I5 UIMF V1,20201030,1
I5 UIMF V1,20201102,1
I5 UIMF V1,20201103,1
I5 UIMF V1,20201104,1
I5 UIMF V1,20201105,1
I5 UIMF V1,20201106,1
I5 UIMF V1,20201109,1
I5 UIMF V1,20201110,1
I5 UIMF V1,20201111,1
I5 UIMF V1,20201112,1
I5 UIMF V1,20201113,1
GR2 SU,20201115,1
GR2 SU,20201122,1
GR2 SU,20201129,1
GR2 SU,20201206,1
GR2 SU,20201213,1
GN5SA V1,20200822,1
GN5SA V1,20200829,1
GN5SA V1,20200905,1
GN5SA V1,20200912,1
GN5SA V1,20200919,1
GN5SA V1,20200926,1
GN5SA V1,20201003,1
GN5SA V1,20201010,1
GN5SA V1,20201017,1
GN5SA V1,20201024,1
GN5SA V1,20201031,1
GN5SA V1,20201107,1
16B#1 SHOW SCH,20200824,1
16B#1 SHOW SCH,20200825,1
16B#1 SHOW SCH,20200827,1
16B#1 SHOW SCH,20200828,1
16B#1 SHOW SCH,20200831,1
16B#1 SHOW SCH,20200901,1
16B#1 SHOW SCH,20200903,1
16B#1 SHOW SCH,20200904,1
16B#1 SHOW SCH,20200908,1
16B#1 SHOW SCH,20200910,1
16B#1 SHOW SCH,20200911,1
16B#1 SHOW SCH,20200914,1
16B#1 SHOW SCH,20200915,1
16B#1 SHOW SCH,20200917,1
16B#1 SHOW SCH,20200918,1
16B#1 SHOW SCH,20200921,1
16B#1 SHOW SCH,20200922,1
16B#1 SHOW SCH,20200924,1
16B#1 SHOW SCH,20200925,1
16B#1 SHOW SCH,20200928,1
16B#1 SHOW SCH,20200929,1
16B#1 SHOW SCH,20201001,1
16B#1 SHOW SCH,20201002,1
16B#1 SHOW SCH,20201005,1
16B#1 SHOW SCH,20201006,1
16B#1 SHOW SCH,20201008,1
16B#1 SHOW SCH,20201009,1
16B#1 SHOW SCH,20201012,1
16B#1 SHOW SCH,20201013,1
16B#1 SHOW SCH,20201015,1
16B#1 SHOW SCH,20201016,1
16B#1 SHOW SCH,20201019,1
16B#1 SHOW SCH,20201020,1
16B#1 SHOW SCH,20201022,1
16B#1 SHOW SCH,20201023,1
16B#1 SHOW SCH,20201026,1
16B#1 SHOW SCH,20201027,1
16B#1 SHOW SCH,20201029,1
16B#1 SHOW SCH,20201030,1
16B#1 SHOW SCH,20201102,1
16B#1 SHOW SCH,20201103,1
16B#1 SHOW SCH,20201105,1
16B#1 SHOW SCH,20201106,1
16B#1 SHOW SCH,20201109,1
16B#1 SHOW SCH,20201110,1
16B#1 SHOW SCH,20201112,1
16B#1 SHOW SCH,20201113,1
16B#1 SHOW SCH,20201116,1
16B#1 SHOW SCH,20201117,1
16B#1 SHOW SCH,20201119,1
16B#1 SHOW SCH,20201120,1
16B#1 SHOW SCH,20201123,1
16B#1 SHOW SCH,20201124,1
16B#1 SHOW SCH,20201130,1
16B#1 SHOW SCH,20201201,1
16B#1 SHOW SCH,20201203,1
16B#1 SHOW SCH,20201204,1
16B#1 SHOW SCH,20201207,1
16B#1 SHOW SCH,20201208,1
16B#1 SHOW SCH,20201210,1
16B#1 SHOW SCH,20201211,1
16B#1 SHOW SCH,20201214,1
16B#1 SHOW SCH,20201215,1
16B#1 SHOW SCH,20201217,1
16B#1 SHOW SCH,20201218,1
SV2 UIMF V1,20200821,1
SV2 UIMF V1,20200824,1
SV2 UIMF V1,20200825,1
SV2 UIMF V1,20200826,1
SV2 UIMF V1,20200827,1
SV2 UIMF V1,20200828,1
SV2 UIMF V1,20200831,1
SV2 UIMF V1,20200901,1
SV2 UIMF V1,20200902,1
SV2 UIMF V1,20200903,1
SV2 UIMF V1,20200904,1
SV2 UIMF V1,20200908,1
SV2 UIMF V1,20200909,1
