service_id,date,exception_type
T5 UIMF V1,20201006,1
T5 UIMF V1,20201007,1
T5 UIMF V1,20201008,1
T5 UIMF V1,20201009,1
T5 UIMF V1,20201012,1
T5 UIMF V1,20201013,1
T5 UIMF V1,20201014,1
T5 UIMF V1,20201015,1
T5 UIMF V1,20201016,1
T5 UIMF V1,20201019,1
T5 UIMF V1,20201020,1
T5 UIMF V1,20201021,1
T5 UIMF V1,20201022,1
T5 UIMF V1,20201023,1
T5 UIMF V1,20201026,1
T5 UIMF V1,20201027,1
T5 UIMF V1,20201028,1
T5 UIMF V1,20201029,1
T5 UIMF V1,20201030,1
T5 UIMF V1,20201102,1
T5 UIMF V1,20201103,1
T5 UIMF V1,20201104,1
T5 UIMF V1,20201105,1
T5 UIMF V1,20201106,1
T5 UIMF V1,20201109,1
T5 UIMF V1,20201110,1
T5 UIMF V1,20201111,1
T5 UIMF V1,20201112,1
T5 UIMF V1,20201113,1
GR3 UIMF V1,20200821,1
GR3 UIMF V1,20200824,1
GR3 UIMF V1,20200825,1
GR3 UIMF V1,20200826,1
GR3 UIMF V1,20200827,1
GR3 UIMF V1,20200828,1
GR3 UIMF V1,20200831,1
GR3 UIMF V1,20200901,1
GR3 UIMF V1,20200902,1
GR3 UIMF V1,20200903,1
GR3 UIMF V1,20200904,1
GR3 UIMF V1,20200908,1
GR3 UIMF V1,20200909,1
GR3 UIMF V1,20200910,1
GR3 UIMF V1,20200911,1
GR3 UIMF V1,20200914,1
GR3 UIMF V1,20200915,1
GR3 UIMF V1,20200916,1
GR3 UIMF V1,20200917,1
GR3 UIMF V1,20200918,1
GR3 UIMF V1,20200921,1
GR3 UIMF V1,20200922,1
GR3 UIMF V1,20200923,1
GR3 UIMF V1,20200924,1
GR3 UIMF V1,20200925,1
GR3 UIMF V1,20200928,1
GR3 UIMF V1,20200929,1
GR3 UIMF V1,20200930,1
GR3 UIMF V1,20201001,1
GR3 UIMF V1,20201002,1
GR3 UIMF V1,20201005,1
GR3 UIMF V1,20201006,1
GR3 UIMF V1,20201007,1
GR3 UIMF V1,20201008,1
GR3 UIMF V1,20201009,1
GR3 UIMF V1,20201012,1
GR3 UIMF V1,20201013,1
GR3 UIMF V1,20201014,1
GR3 UIMF V1,20201015,1
GR3 UIMF V1,20201016,1
GR3 UIMF V1,20201019,1
GR3 UIMF V1,20201020,1
GR3 UIMF V1,20201021,1
GR3 UIMF V1,20201022,1
GR3 UIMF V1,20201023,1
GR3 UIMF V1,20201026,1
GR3 UIMF V1,20201027,1
GR3 UIMF V1,20201028,1
GR3 UIMF V1,20201029,1
GR3 UIMF V1,20201030,1
GR3 UIMF V1,20201102,1
GR3 UIMF V1,20201103,1
GR3 UIMF V1,20201104,1
GR3 UIMF V1,20201105,1
GR3 UIMF V1,20201106,1
GR3 UIMF V1,20201109,1
GR3 UIMF V1,20201110,1
GR3 UIMF V1,20201111,1
GR3 UIMF V1,20201112,1
GR3 UIMF V1,20201113,1
R1 MF V1,20200817,1
R1 MF V1,20200818,1
R1 MF V1,20200819,1
R1 MF V1,20200820,1
R1 MF V1,20200821,1
R1 MF V1,20200824,1
R1 MF V1,20200825,1
R1 MF V1,20200826,1
R1 MF V1,20200827,1
R1 MF V1,20200828,1
R1 MF V1,20200831,1
R1 MF V1,20200901,1
R1 MF V1,20200902,1
R1 MF V1,20200903,1
R1 MF V1,20200904,1
R1 MF V1,20200908,1
R1 MF V1,20200909,1
R1 MF V1,20200910,1
R1 MF V1,20200911,1
R1 MF V1,20200914,1
R1 MF V1,20200915,1
R1 MF V1,20200916,1
R1 MF V1,20200917,1
R1 MF V1,20200918,1
R1 MF V1,20200921,1
R1 MF V1,20200922,1
R1 MF V1,20200923,1
R1 MF V1,20200924,1
R1 MF V1,20200925,1
R1 MF V1,20200928,1
R1 MF V1,20200929,1
R1 MF V1,20200930,1
R1 MF V1,20201001,1
R1 MF V1,20201002,1
R1 MF V1,20201005,1
R1 MF V1,20201006,1
R1 MF V1,20201007,1
R1 MF V1,20201008,1
R1 MF V1,20201009,1
R1 MF V1,20201012,1
R1 MF V1,20201013,1
R1 MF V1,20201014,1
R1 MF V1,20201015,1
R1 MF V1,20201016,1
R1 MF V1,20201019,1
R1 MF V1,20201020,1
R1 MF V1,20201021,1
R1 MF V1,20201022,1
R1 MF V1,20201023,1
R1 MF V1,20201026,1
R1 MF V1,20201027,1
R1 MF V1,20201028,1
R1 MF V1,20201029,1
R1 MF V1,20201030,1
R1 MF V1,20201102,1
R1 MF V1,20201103,1
R1 MF V1,20201104,1
R1 MF V1,20201105,1
R1 MF V1,20201106,1
R1 MF V1,20201109,1
R1 MF V1,20201110,1
R1 MF V1,20201111,1
R1 MF V1,20201112,1
R1 MF V1,20201113,1
GR2SA V1,20200822,1
GR2SA V1,20200829,1
GR2SA V1,20200905,1
GR2SA V1,20200912,1
GR2SA V1,20200919,1
GR2SA V1,20200926,1
GR2SA V1,20201003,1
GR2SA V1,20201010,1
GR2SA V1,20201017,1
GR2SA V1,20201024,1
GR2SA V1,20201031,1
GR2SA V1,20201107,1
R1 MF,20201116,1
R1 MF,20201117,1
R1 MF,20201118,1
R1 MF,20201119,1
R1 MF,20201120,1
R1 MF,20201123,1
R1 MF,20201124,1
R1 MF,20201125,1
R1 MF,20201127,1
R1 MF,20201130,1
R1 MF,20201201,1
R1 MF,20201202,1
R1 MF,20201203,1
R1 MF,20201204,1
R1 MF,20201207,1
R1 MF,20201208,1
R1 MF,20201209,1
R1 MF,20201210,1
R1 MF,20201211,1
R1 MF,20201214,1
R1 MF,20201215,1
R1 MF,20201216,1
R1 MF,20201217,1
R1 MF,20201218,1
7W SHOW #2 SCH,20200824,1
7W SHOW #2 SCH,20200825,1
7W SHOW #2 SCH,20200827,1
7W SHOW #2 SCH,20200828,1
7W SHOW #2 SCH,20200831,1
7W SHOW #2 SCH,20200901,1
7W SHOW #2 SCH,20200903,1
7W SHOW #2 SCH,20200904,1
7W SHOW #2 SCH,20200908,1
7W SHOW #2 SCH,20200910,1
7W SHOW #2 SCH,20200911,1
7W SHOW #2 SCH,20200914,1
7W SHOW #2 SCH,20200915,1
7W SHOW #2 SCH,20200917,1
7W SHOW #2 SCH,20200918,1
7W SHOW #2 SCH,20200921,1
7W SHOW #2 SCH,20200922,1
7W SHOW #2 SCH,20200924,1
7W SHOW #2 SCH,20200925,1
7W SHOW #2 SCH,20200928,1
7W SHOW #2 SCH,20200929,1
7W SHOW #2 SCH,20201001,1
7W SHOW #2 SCH,20201002,1
7W SHOW #2 SCH,20201005,1
7W SHOW #2 SCH,20201006,1
7W SHOW #2 SCH,20201008,1
7W SHOW #2 SCH,20201009,1
7W SHOW #2 SCH,20201012,1
7W SHOW #2 SCH,20201013,1
7W SHOW #2 SCH,20201015,1
7W SHOW #2 SCH,20201016,1
7W SHOW #2 SCH,20201019,1
7W SHOW #2 SCH,20201020,1
7W SHOW #2 SCH,20201022,1
7W SHOW #2 SCH,20201023,1
7W SHOW #2 SCH,20201026,1
7W SHOW #2 SCH,20201027,1
7W SHOW #2 SCH,20201029,1
7W SHOW #2 SCH,20201030,1
7W SHOW #2 SCH,20201102,1
7W SHOW #2 SCH,20201103,1
7W SHOW #2 SCH,20201105,1
7W SHOW #2 SCH,20201106,1
7W SHOW #2 SCH,20201109,1
7W SHOW #2 SCH,20201110,1
7W SHOW #2 SCH,20201112,1
7W SHOW #2 SCH,20201113,1
7W SHOW #2 SCH,20201116,1
7W SHOW #2 SCH,20201117,1
7W SHOW #2 SCH,20201119,1
7W SHOW #2 SCH,20201120,1
7W SHOW #2 SCH,20201123,1
7W SHOW #2 SCH,20201124,1
7W SHOW #2 SCH,20201130,1
7W SHOW #2 SCH,20201201,1
7W SHOW #2 SCH,20201203,1
7W SHOW #2 SCH,20201204,1
7W SHOW #2 SCH,20201207,1
7W SHOW #2 SCH,20201208,1
7W SHOW #2 SCH,20201210,1
7W SHOW #2 SCH,20201211,1
7W SHOW #2 SCH,20201214,1
7W SHOW #2 SCH,20201215,1
7W SHOW #2 SCH,20201217,1
7W SHOW #2 SCH,20201218,1
BZ1 NOSCHMF,20200817,1
BZ1 NOSCHMF,20200818,1
BZ1 NOSCHMF,20200819,1
BZ1 NOSCHMF,20200820,1
BZ1 NOSCHMF,20200821,1
BZ1 NOSCHMF,20200824,1
BZ1 NOSCHMF,20200825,1
BZ1 NOSCHMF,20200826,1
BZ1 NOSCHMF,20200827,1
BZ1 NOSCHMF,20200828,1
BZ1 NOSCHMF,20200831,1
BZ1 NOSCHMF,20200901,1
BZ1 NOSCHMF,20200902,1
BZ1 NOSCHMF,20200903,1
BZ1 NOSCHMF,20200904,1
BZ1 NOSCHMF,20200908,1
BZ1 NOSCHMF,20200909,1
BZ1 NOSCHMF,20200910,1
BZ1 NOSCHMF,20200911,1
BZ1 NOSCHMF,20200914,1
BZ1 NOSCHMF,20200915,1
BZ1 NOSCHMF,20200916,1
BZ1 NOSCHMF,20200917,1
BZ1 NOSCHMF,20200918,1
BZ1 NOSCHMF,20200921,1
BZ1 NOSCHMF,20200922,1
BZ1 NOSCHMF,20200923,1
BZ1 NOSCHMF,20200924,1
BZ1 NOSCHMF,20200925,1
BZ1 NOSCHMF,20200928,1
BZ1 NOSCHMF,20200929,1
BZ1 NOSCHMF,20200930,1
BZ1 NOSCHMF,20201001,1
BZ1 NOSCHMF,20201002,1
BZ1 NOSCHMF,20201005,1
BZ1 NOSCHMF,20201006,1
BZ1 NOSCHMF,20201007,1
BZ1 NOSCHMF,20201008,1
BZ1 NOSCHMF,20201009,1
BZ1 NOSCHMF,20201012,1
BZ1 NOSCHMF,20201013,1
BZ1 NOSCHMF,20201014,1
BZ1 NOSCHMF,20201015,1
BZ1 NOSCHMF,20201016,1
BZ1 NOSCHMF,20201019,1
BZ1 NOSCHMF,20201020,1
BZ1 NOSCHMF,20201021,1
BZ1 NOSCHMF,20201022,1
BZ1 NOSCHMF,20201023,1
BZ1 NOSCHMF,20201026,1
BZ1 NOSCHMF,20201027,1
BZ1 NOSCHMF,20201028,1
BZ1 NOSCHMF,20201029,1
BZ1 NOSCHMF,20201030,1
BZ1 NOSCHMF,20201102,1
BZ1 NOSCHMF,20201103,1
BZ1 NOSCHMF,20201104,1
BZ1 NOSCHMF,20201105,1
BZ1 NOSCHMF,20201106,1
BZ1 NOSCHMF,20201109,1
BZ1 NOSCHMF,20201110,1
BZ1 NOSCHMF,20201111,1
BZ1 NOSCHMF,20201112,1
BZ1 NOSCHMF,20201113,1
BZ1 NOSCHMF,20201116,1
BZ1 NOSCHMF,20201117,1
BZ1 NOSCHMF,20201118,1
BZ1 NOSCHMF,20201119,1
BZ1 NOSCHMF,20201120,1
BZ1 NOSCHMF,20201123,1
BZ1 NOSCHMF,20201124,1
BZ1 NOSCHMF,20201125,1
BZ1 NOSCHMF,20201127,1
BZ1 NOSCHMF,20201130,1
BZ1 NOSCHMF,20201201,1
BZ1 NOSCHMF,20201202,1
BZ1 NOSCHMF,20201203,1
BZ1 NOSCHMF,20201204,1
BZ1 NOSCHMF,20201207,1
BZ1 NOSCHMF,20201208,1
BZ1 NOSCHMF,20201209,1
BZ1 NOSCHMF,20201210,1
BZ1 NOSCHMF,20201211,1
BZ1 NOSCHMF,20201214,1
BZ1 NOSCHMF,20201215,1
BZ1 NOSCHMF,20201216,1
BZ1 NOSCHMF,20201217,1
BZ1 NOSCHMF,20201218,1
GR1 SU,20201115,1
GR1 SU,20201122,1
GR1 SU,20201129,1
GR1 SU,20201206,1
GR1 SU,20201213,1
T3 UIMF V1,20200821,1
T3 UIMF V1,20200824,1
T3 UIMF V1,20200825,1
T3 UIMF V1,20200826,1
T3 UIMF V1,20200827,1
T3 UIMF V1,20200828,1
T3 UIMF V1,20200831,1
T3 UIMF V1,20200901,1
T3 UIMF V1,20200902,1
T3 UIMF V1,20200903,1
T3 UIMF V1,20200904,1
T3 UIMF V1,20200908,1
T3 UIMF V1,20200909,1
T3 UIMF V1,20200910,1
T3 UIMF V1,20200911,1
T3 UIMF V1,20200914,1
T3 UIMF V1,20200915,1
T3 UIMF V1,20200916,1
T3 UIMF V1,20200917,1
T3 UIMF V1,20200918,1
T3 UIMF V1,20200921,1
T3 UIMF V1,20200922,1
T3 UIMF V1,20200923,1
T3 UIMF V1,20200924,1
T3 UIMF V1,20200925,1
T3 UIMF V1,20200928,1
T3 UIMF V1,20200929,1
T3 UIMF V1,20200930,1
T3 UIMF V1,20201001,1
T3 UIMF V1,20201002,1
T3 UIMF V1,20201005,1
T3 UIMF V1,20201006,1
T3 UIMF V1,20201007,1
T3 UIMF V1,20201008,1
T3 UIMF V1,20201009,1
T3 UIMF V1,20201012,1
T3 UIMF V1,20201013,1
T3 UIMF V1,20201014,1
T3 UIMF V1,20201015,1
T3 UIMF V1,20201016,1
T3 UIMF V1,20201019,1
T3 UIMF V1,20201020,1
T3 UIMF V1,20201021,1
T3 UIMF V1,20201022,1
T3 UIMF V1,20201023,1
T3 UIMF V1,20201026,1
T3 UIMF V1,20201027,1
T3 UIMF V1,20201028,1
T3 UIMF V1,20201029,1
T3 UIMF V1,20201030,1
T3 UIMF V1,20201102,1
T3 UIMF V1,20201103,1
T3 UIMF V1,20201104,1
T3 UIMF V1,20201105,1
T3 UIMF V1,20201106,1
T3 UIMF V1,20201109,1
T3 UIMF V1,20201110,1
T3 UIMF V1,20201111,1
T3 UIMF V1,20201112,1
T3 UIMF V1,20201113,1
SV2 UIMF,20201116,1
SV2 UIMF,20201117,1
SV2 UIMF,20201118,1
SV2 UIMF,20201119,1
SV2 UIMF,20201120,1
SV2UISU,20201115,1
T2NON UI SA,20201121,1
T2NON UI SA,20201128,1
T2NON UI SA,20201205,1
T2NON UI SA,20201212,1
T2NON UI SA,20201219,1
T1 UIMF V1,20200821,1
T1 UIMF V1,20200824,1
T1 UIMF V1,20200825,1
T1 UIMF V1,20200826,1
T1 UIMF V1,20200827,1
T1 UIMF V1,20200828,1
T1 UIMF V1,20200831,1
T1 UIMF V1,20200901,1
T1 UIMF V1,20200902,1
T1 UIMF V1,20200903,1
T1 UIMF V1,20200904,1
T1 UIMF V1,20200908,1
T1 UIMF V1,20200909,1
T1 UIMF V1,20200910,1
T1 UIMF V1,20200911,1
T1 UIMF V1,20200914,1
T1 UIMF V1,20200915,1
T1 UIMF V1,20200916,1
T1 UIMF V1,20200917,1
T1 UIMF V1,20200918,1
T1 UIMF V1,20200921,1
T1 UIMF V1,20200922,1
T1 UIMF V1,20200923,1
T1 UIMF V1,20200924,1
T1 UIMF V1,20200925,1
T1 UIMF V1,20200928,1
T1 UIMF V1,20200929,1
T1 UIMF V1,20200930,1
T1 UIMF V1,20201001,1
T1 UIMF V1,20201002,1
T1 UIMF V1,20201005,1
T1 UIMF V1,20201006,1
T1 UIMF V1,20201007,1
T1 UIMF V1,20201008,1
T1 UIMF V1,20201009,1
T1 UIMF V1,20201012,1
T1 UIMF V1,20201013,1
T1 UIMF V1,20201014,1
T1 UIMF V1,20201015,1
T1 UIMF V1,20201016,1
T1 UIMF V1,20201019,1
T1 UIMF V1,20201020,1
T1 UIMF V1,20201021,1
T1 UIMF V1,20201022,1
T1 UIMF V1,20201023,1
T1 UIMF V1,20201026,1
T1 UIMF V1,20201027,1
T1 UIMF V1,20201028,1
T1 UIMF V1,20201029,1
T1 UIMF V1,20201030,1
T1 UIMF V1,20201102,1
T1 UIMF V1,20201103,1
T1 UIMF V1,20201104,1
T1 UIMF V1,20201105,1
T1 UIMF V1,20201106,1
T1 UIMF V1,20201109,1
T1 UIMF V1,20201110,1
T1 UIMF V1,20201111,1
T1 UIMF V1,20201112,1
T1 UIMF V1,20201113,1
Y1 NON UI MF V1,20200817,1
Y1 NON UI MF V1,20200818,1
Y1 NON UI MF V1,20200819,1
Y1 NON UI MF V1,20200820,1
T1UISA V1,20200822,1
T1UISA V1,20200829,1
T1UISA V1,20200905,1
T1UISA V1,20200912,1
T1UISA V1,20200919,1
T1UISA V1,20200926,1
T1UISA V1,20201003,1
T1UISA V1,20201010,1
T1UISA V1,20201017,1
T1UISA V1,20201024,1
T1UISA V1,20201031,1
T1UISA V1,20201107,1
R5 MF,20201116,1
R5 MF,20201117,1
R5 MF,20201118,1
R5 MF,20201119,1
R5 MF,20201120,1
R5 MF,20201123,1
R5 MF,20201124,1
R5 MF,20201125,1
R5 MF,20201127,1
R5 MF,20201130,1
R5 MF,20201201,1
R5 MF,20201202,1
R5 MF,20201203,1
R5 MF,20201204,1
R5 MF,20201207,1
R5 MF,20201208,1
R5 MF,20201209,1
R5 MF,20201210,1
R5 MF,20201211,1
R5 MF,20201214,1
R5 MF,20201215,1
R5 MF,20201216,1
R5 MF,20201217,1
R5 MF,20201218,1
GNX1 NOSCHMF V1,20200817,1
GNX1 NOSCHMF V1,20200818,1
GNX1 NOSCHMF V1,20200819,1
GNX1 NOSCHMF V1,20200820,1
GNX1 NOSCHMF V1,20200821,1
GNX1 NOSCHMF V1,20200824,1
GNX1 NOSCHMF V1,20200825,1
GNX1 NOSCHMF V1,20200826,1
GNX1 NOSCHMF V1,20200827,1
GNX1 NOSCHMF V1,20200828,1
GNX1 NOSCHMF V1,20200831,1
GNX1 NOSCHMF V1,20200901,1
GNX1 NOSCHMF V1,20200902,1
GNX1 NOSCHMF V1,20200903,1
GNX1 NOSCHMF V1,20200904,1
GNX1 NOSCHMF V1,20200908,1
GNX1 NOSCHMF V1,20200909,1
GNX1 NOSCHMF V1,20200910,1
GNX1 NOSCHMF V1,20200911,1
GNX1 NOSCHMF V1,20200914,1
GNX1 NOSCHMF V1,20200915,1
GNX1 NOSCHMF V1,20200916,1
GNX1 NOSCHMF V1,20200917,1
GNX1 NOSCHMF V1,20200918,1
GNX1 NOSCHMF V1,20200921,1
GNX1 NOSCHMF V1,20200922,1
GNX1 NOSCHMF V1,20200923,1
GNX1 NOSCHMF V1,20200924,1
GNX1 NOSCHMF V1,20200925,1
GNX1 NOSCHMF V1,20200928,1
GNX1 NOSCHMF V1,20200929,1
GNX1 NOSCHMF V1,20200930,1
GNX1 NOSCHMF V1,20201001,1
GNX1 NOSCHMF V1,20201002,1
GNX1 NOSCHMF V1,20201005,1
GNX1 NOSCHMF V1,20201006,1
GNX1 NOSCHMF V1,20201007,1
GNX1 NOSCHMF V1,20201008,1
GNX1 NOSCHMF V1,20201009,1
GNX1 NOSCHMF V1,20201012,1
GNX1 NOSCHMF V1,20201013,1
GNX1 NOSCHMF V1,20201014,1
GNX1 NOSCHMF V1,20201015,1
GNX1 NOSCHMF V1,20201016,1
GNX1 NOSCHMF V1,20201019,1
GNX1 NOSCHMF V1,20201020,1
GNX1 NOSCHMF V1,20201021,1
GNX1 NOSCHMF V1,20201022,1
GNX1 NOSCHMF V1,20201023,1
GNX1 NOSCHMF V1,20201026,1
GNX1 NOSCHMF V1,20201027,1
GNX1 NOSCHMF V1,20201028,1
GNX1 NOSCHMF V1,20201029,1
GNX1 NOSCHMF V1,20201030,1
GNX1 NOSCHMF V1,20201102,1
GNX1 NOSCHMF V1,20201103,1
GNX1 NOSCHMF V1,20201104,1
GNX1 NOSCHMF V1,20201105,1
GNX1 NOSCHMF V1,20201106,1
GNX1 NOSCHMF V1,20201109,1
GNX1 NOSCHMF V1,20201110,1
GNX1 NOSCHMF V1,20201111,1
GNX1 NOSCHMF V1,20201112,1
GNX1 NOSCHMF V1,20201113,1
1S SHOW #2 SCH,20200824,1
1S SHOW #2 SCH,20200825,1
1S SHOW #2 SCH,20200827,1
1S SHOW #2 SCH,20200828,1
1S SHOW #2 SCH,20200831,1
1S SHOW #2 SCH,20200901,1
1S SHOW #2 SCH,20200903,1
1S SHOW #2 SCH,20200904,1
1S SHOW #2 SCH,20200908,1
1S SHOW #2 SCH,20200910,1
1S SHOW #2 SCH,20200911,1
1S SHOW #2 SCH,20200914,1
1S SHOW #2 SCH,20200915,1
1S SHOW #2 SCH,20200917,1
1S SHOW #2 SCH,20200918,1
1S SHOW #2 SCH,20200921,1
1S SHOW #2 SCH,20200922,1
1S SHOW #2 SCH,20200924,1
1S SHOW #2 SCH,20200925,1
1S SHOW #2 SCH,20200928,1
1S SHOW #2 SCH,20200929,1
1S SHOW #2 SCH,20201001,1
1S SHOW #2 SCH,20201002,1
1S SHOW #2 SCH,20201005,1
1S SHOW #2 SCH,20201006,1
1S SHOW #2 SCH,20201008,1
1S SHOW #2 SCH,20201009,1
1S SHOW #2 SCH,20201012,1
1S SHOW #2 SCH,20201013,1
1S SHOW #2 SCH,20201015,1
1S SHOW #2 SCH,20201016,1
1S SHOW #2 SCH,20201019,1
1S SHOW #2 SCH,20201020,1
1S SHOW #2 SCH,20201022,1
1S SHOW #2 SCH,20201023,1
1S SHOW #2 SCH,20201026,1
1S SHOW #2 SCH,20201027,1
1S SHOW #2 SCH,20201029,1
1S SHOW #2 SCH,20201030,1
1S SHOW #2 SCH,20201102,1
1S SHOW #2 SCH,20201103,1
1S SHOW #2 SCH,20201105,1
1S SHOW #2 SCH,20201106,1
1S SHOW #2 SCH,20201109,1
1S SHOW #2 SCH,20201110,1
1S SHOW #2 SCH,20201112,1
1S SHOW #2 SCH,20201113,1
1S SHOW #2 SCH,20201116,1
1S SHOW #2 SCH,20201117,1
1S SHOW #2 SCH,20201119,1
1S SHOW #2 SCH,20201120,1
1S SHOW #2 SCH,20201123,1
1S SHOW #2 SCH,20201124,1
1S SHOW #2 SCH,20201130,1
1S SHOW #2 SCH,20201201,1
1S SHOW #2 SCH,20201203,1
1S SHOW #2 SCH,20201204,1
1S SHOW #2 SCH,20201207,1
1S SHOW #2 SCH,20201208,1
1S SHOW #2 SCH,20201210,1
1S SHOW #2 SCH,20201211,1
1S SHOW #2 SCH,20201214,1
1S SHOW #2 SCH,20201215,1
1S SHOW #2 SCH,20201217,1
1S SHOW #2 SCH,20201218,1
B1 MF V1,20200817,1
B1 MF V1,20200818,1
B1 MF V1,20200819,1
B1 MF V1,20200820,1
B1 MF V1,20200821,1
B1 MF V1,20200824,1
B1 MF V1,20200825,1
B1 MF V1,20200826,1
B1 MF V1,20200827,1
B1 MF V1,20200828,1
B1 MF V1,20200831,1
B1 MF V1,20200901,1
B1 MF V1,20200902,1
B1 MF V1,20200903,1
B1 MF V1,20200904,1
B1 MF V1,20200908,1
B1 MF V1,20200909,1
B1 MF V1,20200910,1
B1 MF V1,20200911,1
B1 MF V1,20200914,1
B1 MF V1,20200915,1
B1 MF V1,20200916,1
B1 MF V1,20200917,1
B1 MF V1,20200918,1
B1 MF V1,20200921,1
B1 MF V1,20200922,1
B1 MF V1,20200923,1
B1 MF V1,20200924,1
B1 MF V1,20200925,1
B1 MF V1,20200928,1
B1 MF V1,20200929,1
B1 MF V1,20200930,1
B1 MF V1,20201001,1
B1 MF V1,20201002,1
B1 MF V1,20201005,1
B1 MF V1,20201006,1
B1 MF V1,20201007,1
B1 MF V1,20201008,1
B1 MF V1,20201009,1
B1 MF V1,20201012,1
B1 MF V1,20201013,1
B1 MF V1,20201014,1
B1 MF V1,20201015,1
B1 MF V1,20201016,1
B1 MF V1,20201019,1
B1 MF V1,20201020,1
B1 MF V1,20201021,1
B1 MF V1,20201022,1
B1 MF V1,20201023,1
B1 MF V1,20201026,1
B1 MF V1,20201027,1
B1 MF V1,20201028,1
B1 MF V1,20201029,1
B1 MF V1,20201030,1
B1 MF V1,20201102,1
B1 MF V1,20201103,1
B1 MF V1,20201104,1
B1 MF V1,20201105,1
B1 MF V1,20201106,1
B1 MF V1,20201109,1
B1 MF V1,20201110,1
B1 MF V1,20201111,1
B1 MF V1,20201112,1
B1 MF V1,20201113,1
10W UHS UMS SCH,20200824,1
10W UHS UMS SCH,20200825,1
10W UHS UMS SCH,20200827,1
10W UHS UMS SCH,20200828,1
10W UHS UMS SCH,20200831,1
10W UHS UMS SCH,20200901,1
10W UHS UMS SCH,20200903,1
10W UHS UMS SCH,20200904,1
10W UHS UMS SCH,20200908,1
10W UHS UMS SCH,20200910,1
10W UHS UMS SCH,20200911,1
10W UHS UMS SCH,20200914,1
10W UHS UMS SCH,20200915,1
10W UHS UMS SCH,20200917,1
10W UHS UMS SCH,20200918,1
10W UHS UMS SCH,20200921,1
10W UHS UMS SCH,20200922,1
10W UHS UMS SCH,20200924,1
10W UHS UMS SCH,20200925,1
10W UHS UMS SCH,20200928,1
10W UHS UMS SCH,20200929,1
10W UHS UMS SCH,20201001,1
10W UHS UMS SCH,20201002,1
10W UHS UMS SCH,20201005,1
10W UHS UMS SCH,20201006,1
10W UHS UMS SCH,20201008,1
10W UHS UMS SCH,20201009,1
10W UHS UMS SCH,20201012,1
10W UHS UMS SCH,20201013,1
10W UHS UMS SCH,20201015,1
10W UHS UMS SCH,20201016,1
10W UHS UMS SCH,20201019,1
10W UHS UMS SCH,20201020,1
10W UHS UMS SCH,20201022,1
10W UHS UMS SCH,20201023,1
10W UHS UMS SCH,20201026,1
10W UHS UMS SCH,20201027,1
10W UHS UMS SCH,20201029,1
10W UHS UMS SCH,20201030,1
10W UHS UMS SCH,20201102,1
10W UHS UMS SCH,20201103,1
10W UHS UMS SCH,20201105,1
10W UHS UMS SCH,20201106,1
10W UHS UMS SCH,20201109,1
10W UHS UMS SCH,20201110,1
10W UHS UMS SCH,20201112,1
10W UHS UMS SCH,20201113,1
10W UHS UMS SCH,20201116,1
10W UHS UMS SCH,20201117,1
10W UHS UMS SCH,20201119,1
10W UHS UMS SCH,20201120,1
10W UHS UMS SCH,20201123,1
10W UHS UMS SCH,20201124,1
10W UHS UMS SCH,20201130,1
10W UHS UMS SCH,20201201,1
10W UHS UMS SCH,20201203,1
10W UHS UMS SCH,20201204,1
10W UHS UMS SCH,20201207,1
10W UHS UMS SCH,20201208,1
10W UHS UMS SCH,20201210,1
10W UHS UMS SCH,20201211,1
10W UHS UMS SCH,20201214,1
10W UHS UMS SCH,20201215,1
10W UHS UMS SCH,20201217,1
10W UHS UMS SCH,20201218,1
GN5SA,20201114,1
GN5SA,20201121,1
GN5SA,20201128,1
GN5SA,20201205,1
GN5SA,20201212,1
GN5SA,20201219,1
Y4SU V1,20200816,1
Y4SU V1,20200823,1
Y4SU V1,20200830,1
Y4SU V1,20200906,1
Y4SU V1,20200913,1
Y4SU V1,20200920,1
Y4SU V1,20200927,1
Y4SU V1,20201004,1
Y4SU V1,20201011,1
Y4SU V1,20201018,1
Y4SU V1,20201025,1
Y4SU V1,20201101,1
Y4SU V1,20201108,1
BB2 MF V1,20200817,1
BB2 MF V1,20200818,1
BB2 MF V1,20200819,1
BB2 MF V1,20200820,1
BB2 MF V1,20200821,1
BB2 MF V1,20200824,1
BB2 MF V1,20200825,1
BB2 MF V1,20200826,1
BB2 MF V1,20200827,1
BB2 MF V1,20200828,1
BB2 MF V1,20200831,1
BB2 MF V1,20200901,1
BB2 MF V1,20200902,1
BB2 MF V1,20200903,1
BB2 MF V1,20200904,1
BB2 MF V1,20200908,1
BB2 MF V1,20200909,1
BB2 MF V1,20200910,1
BB2 MF V1,20200911,1
BB2 MF V1,20200914,1
BB2 MF V1,20200915,1
BB2 MF V1,20200916,1
BB2 MF V1,20200917,1
BB2 MF V1,20200918,1
BB2 MF V1,20200921,1
BB2 MF V1,20200922,1
BB2 MF V1,20200923,1
BB2 MF V1,20200924,1
BB2 MF V1,20200925,1
BB2 MF V1,20200928,1
BB2 MF V1,20200929,1
BB2 MF V1,20200930,1
BB2 MF V1,20201001,1
BB2 MF V1,20201002,1
BB2 MF V1,20201005,1
BB2 MF V1,20201006,1
BB2 MF V1,20201007,1
BB2 MF V1,20201008,1
BB2 MF V1,20201009,1
BB2 MF V1,20201012,1
BB2 MF V1,20201013,1
BB2 MF V1,20201014,1
BB2 MF V1,20201015,1
BB2 MF V1,20201016,1
